,isbn,isbn13,authors,publicationYear,originalTitle,title,languageCode,imageUrl,smallImageUrl
3222,446613355,9780446613350.0,James Patterson,2004.0,London Bridges,"London Bridges (Alex Cross, #10)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3224,8173711461,9788173711470.0,"A.P.J. Abdul Kalam, Arun Tiwari",1999.0,Wings of Fire: An Autobiography,Wings of Fire: An Autobiography,en-US,https://images.gr-assets.com/books/1295670969m/634583.jpg,https://images.gr-assets.com/books/1295670969s/634583.jpg
3225,62113933,9780062113930.0,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,The Ripper,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",,https://images.gr-assets.com/books/1314846147m/11401915.jpg,https://images.gr-assets.com/books/1314846147s/11401915.jpg
3226,159420411X,9781594204110.0,Nate Silver,2012.0,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,eng,https://images.gr-assets.com/books/1355058876m/13588394.jpg,https://images.gr-assets.com/books/1355058876s/13588394.jpg
3227,399160302,9780399160300.0,Ruta Sepetys,2016.0,Salt to the Sea,Salt to the Sea,eng,https://images.gr-assets.com/books/1437084512m/25614492.jpg,https://images.gr-assets.com/books/1437084512s/25614492.jpg
3228,157912626X,9781579126260.0,Agatha Christie,1942.0,The Body in the Library,"The Body in the Library (Miss Marple, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3229,618212906,9780618212900.0,Gary Russell,2002.0,The Lord of the Rings: The Art of The Fellowship of the Ring,The Lord of the Rings: The Art of The Fellowship of the Ring,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3230,1402244428,9781402244420.0,Olivia Cunning,2010.0,"Backstage Pass (Sinners on Tour, #1)","Backstage Pass (Sinners on Tour, #1)",eng,https://images.gr-assets.com/books/1348192403m/8379374.jpg,https://images.gr-assets.com/books/1348192403s/8379374.jpg
3231,448421658,9780448421650.0,"Marjorie Flack, Kurt Wiese",1933.0,The Story About Ping,The Story About Ping,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3232,1416986561,9781416986560.0,Rachel Renée Russell,2010.0,Tales from a Not-So-Popular Party Girl,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",,https://images.gr-assets.com/books/1370064608m/8274537.jpg,https://images.gr-assets.com/books/1370064608s/8274537.jpg
3233,60885386,9780060885380.0,"Laura Ingalls Wilder, Garth Williams",1933.0,Farmer Boy,"Farmer Boy (Little House, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3234,1591842808,9781591842800.0,Simon Sinek,2009.0,Start with Why: How Great Leaders Inspire Everyone to Take Action,Start with Why: How Great Leaders Inspire Everyone to Take Action,,https://images.gr-assets.com/books/1360936414m/7108725.jpg,https://images.gr-assets.com/books/1360936414s/7108725.jpg
3235,1400065941,9781400065940.0,Fannie Flagg,2013.0,The All-Girl Filling Station's Last Reunion,The All-Girl Filling Station's Last Reunion,eng,https://images.gr-assets.com/books/1373052495m/17345258.jpg,https://images.gr-assets.com/books/1373052495s/17345258.jpg
3236,452287057,9780452287050.0,Dorothy Allison,1992.0,Bastard Out of Carolina,Bastard Out of Carolina,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3237,439895979,9780439895970.0,Libba Bray,2011.0,Beauty Queens,Beauty Queens,eng,https://images.gr-assets.com/books/1289410187m/9464733.jpg,https://images.gr-assets.com/books/1289410187s/9464733.jpg
3238,525951113,9780525951120.0,Daniel Suarez,2006.0, Daemon,"Daemon (Daemon, #1)",en-US,https://images.gr-assets.com/books/1432909825m/4699575.jpg,https://images.gr-assets.com/books/1432909825s/4699575.jpg
3239,446677124,9780446677130.0,Scott Turow,1990.0,The Burden of Proof,The Burden of Proof,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3241,375714383,9780375714380.0,Joy Adamson,1960.0,Born Free: A Lioness of Two Worlds,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3242,679767800,9780679767800.0,"Alfred Bester, Neil Gaiman",1955.0,The Stars My Destination,The Stars My Destination,en-US,https://images.gr-assets.com/books/1433671750m/333867.jpg,https://images.gr-assets.com/books/1433671750s/333867.jpg
3243,439968089,9780439968090.0,Tamora Pierce,2004.0,,"Trickster's Choice (Daughter of the Lioness, #1)",eng,https://images.gr-assets.com/books/1395898571m/24431.jpg,https://images.gr-assets.com/books/1395898571s/24431.jpg
3244,62224735,9780062224740.0,Rosamund Hodge,2014.0,Cruel Beauty,"Cruel Beauty (Cruel Beauty Universe, #1)",eng,https://images.gr-assets.com/books/1371652590m/15839984.jpg,https://images.gr-assets.com/books/1371652590s/15839984.jpg
3245,553572989,9780553572990.0,Dan Simmons,1997.0,The Rise of Endymion,"The Rise of Endymion (Hyperion Cantos, #4)",eng,https://images.gr-assets.com/books/1329609799m/11289.jpg,https://images.gr-assets.com/books/1329609799s/11289.jpg
3246,553572946,9780553572940.0,Dan Simmons,1996.0,Endymion,"Endymion (Hyperion Cantos, #3)",eng,https://images.gr-assets.com/books/1329611385m/3977.jpg,https://images.gr-assets.com/books/1329611385s/3977.jpg
3247,734406940,9780734406940.0,Shaun Tan,2006.0,The Arrival,The Arrival,eng,https://images.gr-assets.com/books/1312827620m/920607.jpg,https://images.gr-assets.com/books/1312827620s/920607.jpg
3248,385743602,9780385743600.0,Brandon Sanderson,2016.0,Calamity,"Calamity (The Reckoners, #3)",eng,https://images.gr-assets.com/books/1437098338m/15704486.jpg,https://images.gr-assets.com/books/1437098338s/15704486.jpg
3249,786891076,9780786891080.0,Steve Martin,2000.0,Shopgirl: A Novella,Shopgirl,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3251,451528646,9780451528640.0,Mark Twain,1876.0,Tom Sawyer & Huckleberry Finn,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3252,307596907,9780307596900.0,Claire Messud,2013.0,The Woman Upstairs,The Woman Upstairs,eng,https://images.gr-assets.com/books/1345666863m/15701217.jpg,https://images.gr-assets.com/books/1345666863s/15701217.jpg
3253,60842350,9780060842350.0,Christopher Moore,2004.0,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",en-US,https://images.gr-assets.com/books/1331320721m/74731.jpg,https://images.gr-assets.com/books/1331320721s/74731.jpg
3254,743451503,9780743451500.0,F. Scott Fitzgerald,1922.0,The Beautiful and Damned,The Beautiful and Damned,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3255,192833723,9780192833720.0,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397.0,Confessiones Sancti Patris nostri Augustini,Confessions,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3256,1101875895,9781101875900.0,Kent Haruf,2015.0,Our Souls at Night,Our Souls at Night,,https://images.gr-assets.com/books/1418766517m/23602562.jpg,https://images.gr-assets.com/books/1418766517s/23602562.jpg
3257,515130389,9780515130390.0,Nora Roberts,2000.0,Carolina Moon,Carolina Moon,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3258,1594486247,9781594486240.0,Cathy Marie Buchanan,2012.0,The Painted Girls,The Painted Girls,eng,https://images.gr-assets.com/books/1352484200m/16138688.jpg,https://images.gr-assets.com/books/1352484200s/16138688.jpg
3261,393332144,9780393332150.0,Patricia Highsmith,1955.0,The Talented Mr. Ripley,"The Talented Mr. Ripley (Ripley, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3262,802720870,9780802720870.0,Simone Elkeles,2011.0,Chain Reaction,"Chain Reaction (Perfect Chemistry, #3)",eng,https://images.gr-assets.com/books/1327881446m/8662836.jpg,https://images.gr-assets.com/books/1327881446s/8662836.jpg
3263,440164842,9780440164840.0,James Clavell,1981.0,Noble House,"Noble House (Asian Saga, #5)",en-US,https://images.gr-assets.com/books/1365185986m/390711.jpg,https://images.gr-assets.com/books/1365185986s/390711.jpg
3264,843955287,9780843955290.0,Christine Feehan,1999.0,Dark Prince,"Dark Prince (Dark, #1)",eng,https://images.gr-assets.com/books/1405352801m/28866.jpg,https://images.gr-assets.com/books/1405352801s/28866.jpg
3265,,9784088745530.0,Masashi Kishimoto,2008.0,NARUTO -ナルト- 巻ノ四十三 ,NARUTO -ナルト- 巻ノ四十三,jpn,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3266,316216852,9780316216850.0,Lauren Beukes,2013.0,The Shining Girls,The Shining Girls,eng,https://images.gr-assets.com/books/1352227705m/16131077.jpg,https://images.gr-assets.com/books/1352227705s/16131077.jpg
3267,393061728,9780393061730.0,Diane Ackerman,2007.0,The Zookeeper's Wife: A War Story,The Zookeeper's Wife,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3268,812998685,9780812998690.0,David Mitchell,2015.0,Slade House,Slade House,eng,https://images.gr-assets.com/books/1446777435m/24499258.jpg,https://images.gr-assets.com/books/1446777435s/24499258.jpg
3269,316253014,9780316253020.0,Chris Hadfield,2013.0,An Astronaut’s Guide to Life on Earth,An Astronaut's Guide to Life on Earth,eng,https://images.gr-assets.com/books/1380495144m/18170143.jpg,https://images.gr-assets.com/books/1380495144s/18170143.jpg
3270,006121468X,9780061214680.0,Melissa Marr,2008.0,"Ink Exchange (Wicked Lovely, #2)","Ink Exchange (Wicked Lovely, #2)",eng,https://images.gr-assets.com/books/1275693727m/2321296.jpg,https://images.gr-assets.com/books/1275693727s/2321296.jpg
3271,,9789953891220.0,"أحلام مستغانمي, Ahlam Mosteghanemi",2009.0,نسيان كوم,com نسيان,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3272,99468190,9780099468200.0,John Grisham,2003.0,Bleachers,Bleachers,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3273,7158491,9780007158490.0,Dr. Seuss,1963.0,Hop on Pop,Hop On Pop,eng,https://images.gr-assets.com/books/1327947739m/206962.jpg,https://images.gr-assets.com/books/1327947739s/206962.jpg
3274,439682584,9780439682590.0,"J.K. Rowling, Mary GrandPré",2003.0,,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3275,142406147,9780142406140.0,Anthony Horowitz,2002.0,Skeleton Key,"Skeleton Key (Alex Rider, #3)",en-US,https://images.gr-assets.com/books/1306076661m/103983.jpg,https://images.gr-assets.com/books/1306076661s/103983.jpg
3276,440236738,9780440236730.0,Harlan Coben,2002.0,Gone for Good,Gone for Good,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3277,6498868,9780006498860.0,Robin Hobb,1999.0,The Mad Ship,"The Mad Ship (Liveship Traders, #2)",en-GB,https://images.gr-assets.com/books/1328628210m/45101.jpg,https://images.gr-assets.com/books/1328628210s/45101.jpg
3278,590414275,9780590414270.0,"Joanna Cole, Bruce Degen",1989.0,Inside the Human Body,"Inside the Human Body (The Magic School Bus, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3279,446611638,9780446611630.0,Michael Connelly,2003.0,Lost Light,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3280,545522250,9780545522250.0,"Holly Black, Cassandra Clare",2014.0,The Iron Trial,"The Iron Trial (Magisterium, #1)",eng,https://images.gr-assets.com/books/1396560808m/20578940.jpg,https://images.gr-assets.com/books/1396560808s/20578940.jpg
3281,044042321X,9780440423220.0,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011.0,A Game of Thrones - The Graphic Novel Volume 1,"A Game of Thrones: The Graphic Novel, Vol. 1",eng,https://images.gr-assets.com/books/1369052110m/12962439.jpg,https://images.gr-assets.com/books/1369052110s/12962439.jpg
3282,61728918,9780061728910.0,Candace Bushnell,2010.0,The Carrie Diaries,"The Carrie Diaries (The Carrie Diaries, #1)",en-US,https://images.gr-assets.com/books/1366214548m/7091370.jpg,https://images.gr-assets.com/books/1366214548s/7091370.jpg
3283,671042572,9780671042580.0,Bret Lott,1991.0,Jewel (Oprah's Book Club) ,Jewel,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3284,62300806,9780062300800.0,Veronica Roth,2013.0,,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",eng,https://images.gr-assets.com/books/1376880754m/17860199.jpg,https://images.gr-assets.com/books/1376880754s/17860199.jpg
3285,842329218,9780842329220.0,"Tim LaHaye, Jerry B. Jenkins",1996.0,Tribulation Force: The Continuing Drama of Those Left Behind,"Tribulation Force (Left Behind, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3286,014311638X,9780143116390.0,Michael Pollan,2008.0,Food Rules,Food Rules: An Eater's Manual,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3287,,9789776376440.0,خولة حمدي,2012.0,في قلبي أنثى عبرية,في قلبي أنثى عبرية,ara,https://images.gr-assets.com/books/1387912700m/20316309.jpg,https://images.gr-assets.com/books/1387912700s/20316309.jpg
3288,60093366,9780060093360.0,Ellen Schreiber,2003.0,Vampire Kisses,"Vampire Kisses (Vampire Kisses, #1)",en-US,https://images.gr-assets.com/books/1345950574m/263147.jpg,https://images.gr-assets.com/books/1345950574s/263147.jpg
3289,312577214,9780312577220.0,Kristin Hannah,2013.0,Fly Away,"Fly Away (Firefly Lane, #2)",eng,https://images.gr-assets.com/books/1355338978m/16044981.jpg,https://images.gr-assets.com/books/1355338978s/16044981.jpg
3290,756402972,9780756402980.0,Tad Williams,1990.0,Stone of Farewell,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3291,517203383,9780517203380.0,"Adrian Conan Doyle, John Dickson Carr",1954.0,The Exploits of Sherlock Holmes,The Exploits of Sherlock Holmes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3292,812976185,9780812976180.0,Anna Quindlen,1994.0,One True Thing,One True Thing,,https://images.gr-assets.com/books/1320401814m/176839.jpg,https://images.gr-assets.com/books/1320401814s/176839.jpg
3293,1609452232,9781609452230.0,"Elena Ferrante, Ann Goldstein",2013.0,Storia di chi fugge e di chi resta,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),eng,https://images.gr-assets.com/books/1411338052m/23156040.jpg,https://images.gr-assets.com/books/1411338052s/23156040.jpg
3294,1841493147,9781841493140.0,Trudi Canavan,2002.0,The Novice,"The Novice (Black Magician Trilogy, #2)",eng,https://images.gr-assets.com/books/1327357280m/28250.jpg,https://images.gr-assets.com/books/1327357280s/28250.jpg
3295,316016381,9780316016380.0,Joshua Ferris,2007.0,Then We Came to the End,Then We Came to the End,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3296,098836946X,9780988369470.0,Monica  Murphy,2013.0,One Week Girlfriend,"One Week Girlfriend (One Week Girlfriend, #1)",eng,https://images.gr-assets.com/books/1361553462m/17202452.jpg,https://images.gr-assets.com/books/1361553462s/17202452.jpg
3297,553575651,9780553575650.0,Robin Hobb,2000.0,Ship of Destiny,"Ship of Destiny (Liveship Traders, #3)",en-US,https://images.gr-assets.com/books/1403180325m/45102.jpg,https://images.gr-assets.com/books/1403180325s/45102.jpg
3298,140911399X,9781409114000.0,Maeve Binchy,2012.0,A Week in Winter,A Week in Winter,en-GB,https://images.gr-assets.com/books/1346827587m/15990489.jpg,https://images.gr-assets.com/books/1346827587s/15990489.jpg
3299,385536073,9780385536070.0,John Grisham,2012.0,Calico Joe,Calico Joe,,https://images.gr-assets.com/books/1329430545m/13154952.jpg,https://images.gr-assets.com/books/1329430545s/13154952.jpg
3300,1591163293,9781591163300.0,"Hisaya Nakajo, David Ury",1997.0,花ざかりの君たちへ 1,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3301,765343436,9780765343440.0,Juliet Marillier,1999.0,Daughter of the Forest,"Daughter of the Forest  (Sevenwaters, #1)",eng,https://images.gr-assets.com/books/1343589988m/13928.jpg,https://images.gr-assets.com/books/1343589988s/13928.jpg
3302,399229191,9780399229190.0,Eric Carle,1984.0,The Very Busy Spider ,The Very Busy Spider,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3303,9991373764,9789991373770.0,Judy Blume,1978.0,Freckle Juice,Freckle Juice,eng,https://images.gr-assets.com/books/1295888341m/37738.jpg,https://images.gr-assets.com/books/1295888341s/37738.jpg
3304,1591843162,9781591843160.0,Seth Godin,2010.0,Linchpin: Are You Indispensable?,Linchpin: Are You Indispensable?,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3305,517266555,9780517266560.0,Rudyard Kipling,1902.0,Just So Stories for Little Children,Just So Stories,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3306,767913736,9780767913740.0,Candice Millard,2005.0,The River of Doubt: Theodore Roosevelt's Darkest Journey,The River of Doubt: Theodore Roosevelt's Darkest Journey,en-US,https://images.gr-assets.com/books/1430014768m/78508.jpg,https://images.gr-assets.com/books/1430014768s/78508.jpg
3307,312421702,9780312421700.0,"Atul Gawande, Susanne Kuhlmann-Krieg",2002.0,Complications: A Surgeon's Notes on an Imperfect Science,Complications: A Surgeon's Notes on an Imperfect Science,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3308,045146365X,9780451463650.0,Jim Butcher,2010.0,Side Jobs: Stories From The Dresden Files,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",eng,https://images.gr-assets.com/books/1269115846m/7779059.jpg,https://images.gr-assets.com/books/1269115846s/7779059.jpg
3309,374521344,9780374521350.0,"Roland Barthes, Richard Howard",1980.0,La chambre claire. Note sur la photographie,Camera Lucida: Reflections on Photography,,https://images.gr-assets.com/books/1312018081m/497164.jpg,https://images.gr-assets.com/books/1312018081s/497164.jpg
3310,080411109X,9780804111100.0,Amy Tan,1995.0,The Hundred Secret Senses,The Hundred Secret Senses,en-US,https://images.gr-assets.com/books/1327869967m/690866.jpg,https://images.gr-assets.com/books/1327869967s/690866.jpg
3311,778317706,9780778317710.0,Mary Kubica,2015.0,Pretty Baby,Pretty Baby,eng,https://images.gr-assets.com/books/1438274437m/23638955.jpg,https://images.gr-assets.com/books/1438274437s/23638955.jpg
3312,385524943,9780385524940.0,Andrew Davidson,2008.0,The Gargoyle,The Gargoyle,eng,https://images.gr-assets.com/books/1368598513m/2595138.jpg,https://images.gr-assets.com/books/1368598513s/2595138.jpg
3313,60593083,9780060593090.0,Neal Stephenson,2003.0,Quicksilver,"Quicksilver (The Baroque Cycle, #1)",en-US,https://images.gr-assets.com/books/1377095669m/823.jpg,https://images.gr-assets.com/books/1377095669s/823.jpg
3314,1250040159,9781250040150.0,"Elizabeth  Smart, Chris Stewart",2013.0,,My Story,eng,https://images.gr-assets.com/books/1367749530m/17287028.jpg,https://images.gr-assets.com/books/1367749530s/17287028.jpg
3315,810959259,9780810959260.0,"Michael Buckley, Peter Ferguson",2005.0,The Fairy-Tale Detectives,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",en-US,https://images.gr-assets.com/books/1349272153m/176327.jpg,https://images.gr-assets.com/books/1349272153s/176327.jpg
3316,552144290,9780552144290.0,"Terry Pratchett, Stephen Briggs",1996.0,Mort - playtext,Mort: The Play,eng,https://images.gr-assets.com/books/1353573597m/149847.jpg,https://images.gr-assets.com/books/1353573597s/149847.jpg
3317,1596435690,9781596435700.0,Caragh M. O'Brien,2010.0,Birthmarked,"Birthmarked (Birthmarked, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3318,61231150,9780061231160.0,"Derek Landy, Tom Percival",2007.0,Skulduggery Pleasant,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",eng,https://images.gr-assets.com/books/1334279051m/284440.jpg,https://images.gr-assets.com/books/1334279051s/284440.jpg
3319,156717204,9780156717200.0,Andy Warhol,1975.0,The Philosophy of Andy Warhol (From A to B and Back Again),The Philosophy of Andy Warhol (From A to B and Back Again),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3320,141185260,9780141185260.0,Vladimir Nabokov,1962.0,Pale Fire,Pale Fire,eng,https://images.gr-assets.com/books/1388155863m/7805.jpg,https://images.gr-assets.com/books/1388155863s/7805.jpg
3321,452285453,9780452285450.0,Tracy Chevalier,2003.0,The Lady and the Unicorn,The Lady and the Unicorn,eng,https://images.gr-assets.com/books/1311281285m/89788.jpg,https://images.gr-assets.com/books/1311281285s/89788.jpg
3322,140439056,9780140439050.0,"Charles Dickens, Michael Slater",1843.0,A Christmas Carol and Other Christmas Writings,A Christmas Carol and Other Christmas Writings,eng,https://images.gr-assets.com/books/1388952779m/5338.jpg,https://images.gr-assets.com/books/1388952779s/5338.jpg
3323,385351836,9780385351840.0,B.J. Novak,2014.0,One More Thing: Stories and Other Stories,One More Thing: Stories and Other Stories,eng,https://images.gr-assets.com/books/1393786903m/18007533.jpg,https://images.gr-assets.com/books/1393786903s/18007533.jpg
3324,552144320,9780552144320.0,"Terry Pratchett, Stephen Briggs",1997.0,,Men at Arms: The Play,eng,https://images.gr-assets.com/books/1353573652m/7557548.jpg,https://images.gr-assets.com/books/1353573652s/7557548.jpg
3325,451227190,9780451227200.0,Rachel Caine,2009.0,Carpe Corpus,"Carpe Corpus (The Morganville Vampires, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3326,7491433,9780007491440.0,Nathan Filer,2013.0,The Shock of the Fall,The Shock of the Fall,eng,https://images.gr-assets.com/books/1356034436m/16120760.jpg,https://images.gr-assets.com/books/1356034436s/16120760.jpg
3327,62220969,9780062220970.0,Madeleine Roux,2013.0,Asylum,"Asylum (Asylum, #1)",eng,https://images.gr-assets.com/books/1371333892m/13597728.jpg,https://images.gr-assets.com/books/1371333892s/13597728.jpg
3328,385540353,9780385540350.0,Margaret Atwood,2015.0,The Heart Goes Last,The Heart Goes Last,eng,https://images.gr-assets.com/books/1493598486m/24388326.jpg,https://images.gr-assets.com/books/1493598486s/24388326.jpg
3329,60788194,9780060788190.0,Kim Harrison,2006.0,A Fistful of Charms,"A Fistful of Charms (The Hollows, #4)",eng,https://images.gr-assets.com/books/1348805978m/30260.jpg,https://images.gr-assets.com/books/1348805978s/30260.jpg
3330,1590521196,9781590521200.0,John Piper,1986.0,Desiring God: Meditations of a Christian Hedonist,Desiring God: Meditations of a Christian Hedonist,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
